"user_genome","Product.Prediction","BiG.SCAPE.class"
"SRR10954984bin.18","T3PKS","PKSother"
"SRR12347814bin.22","T3PKS","PKSother"
"SRR12277192bin.1","butyrolactone","Others"
"SRR5209029rbin.28","terpene","Terpene"
"SRR5699024rbin.91","terpene","Terpene"
"SRR12658686bin.1","terpene","Terpene"
"SRR7093796rbin.29","NRPS-like","NRPS"
"S258bin.21","terpene","Terpene"
"innerS6rbin.8","terpene","Terpene"
"SRR5177929rbin.29","terpene","Terpene"
"SRR8863101rbin.3","RiPP-like","RiPPs"
"SRR5664280rbin.9","resorcinol","Others"
"S257bin.1","butyrolactone","Others"
"SRR5690606rbin.59","T1PKS","PKSI"
"SRR6184671rbin.37","terpene","Terpene"
"SRR12917872bin.3","NRPS","NRPS"
"SRR8554643rbin.63","lassopeptide.RRE-containing","RiPPs"
"SRR5712664rbin.5","NRPS-like","NRPS"
"SRR3402030rbin.4","siderophore","Others"
"SRR11742812bin.6","arylpolyene","Others"
"SRR5918992rbin.6","NRPS","NRPS"
"SRR5919201rbin.5","NRPS-like","NRPS"
"SRR7091523rbin.4","indole","Others"
"SRR11679235bin.16","terpene","Terpene"
"SRR5215472rbin.2","terpene","Terpene"
"SRR5919096rbin.2","terpene","Terpene"
"SRR9009774bin.349","NRPS","NRPS"
"SRR12917169bin.2","RiPP-like","RiPPs"
"S50rbin.6","RiPP-like","RiPPs"
"SRR5855427rbin.9","terpene","Terpene"
"SRR5918996rbin.7","lassopeptide","RiPPs"
"S311bin.2","terpene","Terpene"
"SRR1926113rbin.6","terpene","Terpene"
"SRR11836023bin.17","NRPS-like","NRPS"
"SRR5195132rbin.2","NRPS","NRPS"
"SRR3712193rbin.3","terpene","Terpene"
"SRR3989430rbin.20","nucleoside","Others"
"SRR3401954rbin.9","NRPS","NRPS"
"SRR12681508bin.10","RiPP-like","RiPPs"
"SRR12277196bin.5","RiPP-like","RiPPs"
"SRR4241755rbin.2","terpene","Terpene"
"SRR5436305rbin.2","terpene","Terpene"
"S62rbin.2","T1PKS","PKSI"
"SRR10260005bin.3","ranthipeptide","RiPPs"
"SRR7967784rbin.9","T1PKS","PKSI"
"SRR7096238rbin.22","terpene","Terpene"
"SRR5579885rbin.16","RiPP-like","RiPPs"
"S38rbin.9","lanthipeptide-class-v","RiPPs"
"SRR9597092rbin.12","RiPP-like","RiPPs"
"SRR11679678bin.3","RiPP-like","RiPPs"
"SRR5195144rbin.13","lassopeptide","RiPPs"
"SRR6185512rbin.53","redox-cofactor","Others"
"SRR5582436rbin.27","RRE-containing","RiPPs"
"SRR11829117bin.1","terpene","Terpene"
"SRR12277196bin.5","RRE-containing","RiPPs"
"SRR12721349bin.5","terpene","Terpene"
"S308bin.11","NRPS-like","NRPS"
"SRR10998590bin.4","hserlactone","Others"
"SRR7968382rbin.5","terpene","Terpene"
"SRR5690606rbin.179","RRE-containing","RiPPs"
"R1rebin.5","terpene","Terpene"
"SRR3985384rbin.16","terpene","Terpene"
"SRR1185960rbin.3","NAGGN","Others"
"SRR8439262rbin.51","terpene","Terpene"
"SRR2059973rbin.10","cyclic-lactone-autoinducer","RiPPs"
"S329bin.2","terpene","Terpene"
"SRR10492801bin.2","ranthipeptide","RiPPs"
"SRR5659263rbin.5","RiPP-like","RiPPs"
"SRR11743028bin.45","terpene","Terpene"
"SRR11743100bin.40","RiPP-like","RiPPs"
"SRR10159348bin.1","RRE-containing","RiPPs"
"S209bin.11","terpene","Terpene"
"SRR10998591bin.4","NRPS","NRPS"
"SRR5467142rbin.7","arylpolyene","Others"
"SRR5690606rbin.5","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR3954468rbin.8","T3PKS","PKSother"
"SRR5271157rbin.24","arylpolyene","Others"
"SRR11742949bin.9","NRPS.NRPS-like","NRPS"
"SRR8438365rbin.1","RiPP-like","RiPPs"
"SRR11449188bin.7","redox-cofactor","Others"
"SRR7015784rbin.1","arylpolyene","Others"
"SRR7976247rbin.35","NRPS","NRPS"
"S42rbin.5","NRPS","NRPS"
"SRR10028498bin.1","terpene","Terpene"
"S21rbin.14","redox-cofactor","Others"
"SRR1924237rbin.11","T1PKS","PKSI"
"S313bin.10","terpene","Terpene"
"SRR2962480rbin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR12349226bin.4","RiPP-like","RiPPs"
"SRR7042370rbin.51","terpene","Terpene"
"SRR7102016rbin.24","T3PKS","PKSother"
"SRR11835595bin.9","RiPP-like","RiPPs"
"S404bin.9","NRPS","NRPS"
"S335bin.14","betalactone","Others"
"SRR5855433rbin.3","RiPP-like","RiPPs"
"SRR8543488rbin.18","terpene","Terpene"
"SRR7967922rbin.2","RiPP-like","RiPPs"
"SRR12917872bin.3","NRPS-like","NRPS"
"SRR8881011rbin.55","NRPS-like","NRPS"
"SRR8554898rbin.56","siderophore","Others"
"SRR10376087bin.63","terpene","Terpene"
"SRR5582390rbin.6","thioamitides","Others"
"SRR5823599rbin.7","NRPS","NRPS"
"SRR3401951rbin.11","T1PKS","PKSI"
"SRR12692786bin.8","terpene","Terpene"
"SRR5177929rbin.2","betalactone","Others"
"SRR6788489rbin.12","terpene","Terpene"
"S168bin.12","RRE-containing","RiPPs"
"SRR6476469rbin.1","T1PKS","PKSI"
"SRR3985424rbin.9","arylpolyene","Others"
"SRR3989338rbin.70","T3PKS","PKSother"
"SRR10360636bin.9","RiPP-like","RiPPs"
"SRR12773038bin.3","RiPP-like","RiPPs"
"SRR13115018bin.35","lanthipeptide-class-v","RiPPs"
"SRR10376087bin.13","NRPS-like","NRPS"
"SRR11842680bin.16","blactam","Others"
"SRR5195143rbin.17","RRE-containing","RiPPs"
"SRR3984893rbin.12","terpene","Terpene"
"SRR11671584bin.32","RRE-containing","RiPPs"
"SRR7967860rbin.3","thiopeptide.RiPP-like.LAP","RiPPs"
"SRR7097861rbin.1","T3PKS","PKSother"
"SRR7102016rbin.31","terpene","Terpene"
"SRR5690625rbin.47","lassopeptide.RRE-containing","RiPPs"
"SRR8549365rbin.16","terpene","Terpene"
"S387bin.41","terpene","Terpene"
"SRR11467479bin.6","terpene","Terpene"
"zpcx_13bin.14","RRE-containing","RiPPs"
"S179bin.34","LAP","RiPPs"
"SRR5882724rbin.21","NRPS","NRPS"
"SRR6683737rbin.2","terpene","Terpene"
"SRR6478735rbin.1","RiPP-like","RiPPs"
"SRR11836440bin.62","terpene","Terpene"
"SRR11842680bin.15","terpene","Terpene"
"BRice_134bin.1","redox-cofactor","Others"
"SRR4030042rbin.61","arylpolyene","Others"
"S70rbin.16","NRPS","NRPS"
"SRR5438874rbin.9","other","Others"
"SRR10127270bin.3","NRPS-like","NRPS"
"S23rbin.1","butyrolactone","Others"
"SRR12277194bin.1","RiPP-like","RiPPs"
"SRR6266849rbin.14","RiPP-like","RiPPs"
"S226bin.23","RiPP-like","RiPPs"
"SRR3712204rbin.17","betalactone","Others"
"SRR5829546rbin.5","terpene","Terpene"
"SRR12170516bin.4","terpene","Terpene"
"SRR12095478bin.1","terpene","Terpene"
"SRR5262249rbin.7","terpene","Terpene"
"SRR11051938bin.5","NRPS","NRPS"
"SRR9009774bin.318","terpene","Terpene"
"SRR5437588rbin.18","betalactone","Others"
"SRR3985526rbin.5","terpene","Terpene"
"SRR10159354bin.8","hglE-KS","PKSother"
"S268bin.8","butyrolactone","Others"
"SRR5823598rbin.16","terpene","Terpene"
"SRR7687006rbin.2","ladderane","Others"
"SRR7003764rbin.21","NRPS","NRPS"
"S155bin.2","NAPAA","NRPS"
"SRR10360651bin.4","T3PKS","PKSother"
"Z4jian_bin.30","terpene","Terpene"
"SRR10998592bin.28","butyrolactone","Others"
"SRR12170514bin.47","NAPAA","NRPS"
"SRR10968246bin.31","NRPS","NRPS"
"SRR5579883rbin.74","terpene","Terpene"
"SRR5581483rbin.129","RRE-containing","RiPPs"
"SRR6241674rbin.1","NRPS-like","NRPS"
"SRR6048908rbin.1","RRE-containing","RiPPs"
"SRR10127270bin.3","butyrolactone","Others"
"S256bin.4","thioamitides","Others"
"SRR7006909rbin.8","RRE-containing","RiPPs"
"SRR5855433rbin.19","NRPS","NRPS"
"SRR10954988bin.6","butyrolactone","Others"
"SRR7026572rbin.8","RiPP-like","RiPPs"
"SRR7468331rbin.1","linaridin","RiPPs"
"SRR11719875bin.14","RRE-containing","RiPPs"
"SRR5855438rbin.1","RiPP-like","RiPPs"
"SRR9650533rbin.12","hserlactone","Others"
"S70rbin.5","terpene","Terpene"
"SRR13207077bin.7","terpene","Terpene"
"SRR6195974rbin.67","NRPS-like","NRPS"
"SRR12927892bin.32","NRPS","NRPS"
"SRR5855436rbin.3","terpene","Terpene"
"SRR7629281rbin.16","butyrolactone","Others"
"SRR10585487bin.7","RiPP-like","RiPPs"
"S313bin.11","RiPP-like","RiPPs"
"ERR4661005rbin.2","indole","Others"
"S313bin.2","terpene","Terpene"
"S77rbin.2","NRPS","NRPS"
"S21rbin.34","RiPP-like","RiPPs"
"SRR11833234bin.6","RiPP-like","RiPPs"
"SRR11836440bin.67","NRPS","NRPS"
"S406bin.7","RiPP-like","RiPPs"
"SRR3402030rbin.3","butyrolactone","Others"
"SRR10159351bin.1","NRPS-like","NRPS"
"SRR6202521rbin.4","RiPP-like","RiPPs"
"SRR8879135rbin.52","hserlactone","Others"
"S344bin.7","RiPP-like","RiPPs"
"SRR11467479bin.3","NRPS","NRPS"
"SRR6048907rbin.7","RRE-containing","RiPPs"
"S70rbin.7","RRE-containing","RiPPs"
"S285bin.7","terpene","Terpene"
"innerS5rbin.5","T3PKS","PKSother"
"SRR6193119rbin.34","ranthipeptide","RiPPs"
"SRR11678563bin.7","terpene","Terpene"
"SRR6831574rbin.19","ranthipeptide","RiPPs"
"SRR5215210rbin.10","terpene","Terpene"
"SRR11836565bin.16","butyrolactone","Others"
"ERR4661004rbin.7","RiPP-like","RiPPs"
"SRR7097862rbin.21","T3PKS","PKSother"
"SRR7882662rbin.97","NRPS-like","NRPS"
"SRR10489831bin.5","terpene","Terpene"
"SRR12377071bin.12","butyrolactone","Others"
"SRR5215473rbin.18","butyrolactone","Others"
"S42rbin.5","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8554512rbin.5","terpene","Terpene"
"SRR7003765rbin.2","terpene","Terpene"
"SRR5882672rbin.14","terpene","Terpene"
"SRR10489831bin.11","terpene","Terpene"
"S333bin.3","RiPP-like","RiPPs"
"SRR12681508bin.28","butyrolactone","Others"
"S390bin.24","RiPP-like","RiPPs"
"SRR6266403rbin.13","NRPS","NRPS"
"SRR10968229bin.1","T3PKS","PKSother"
"S135bin.18","T1PKS","PKSI"
"SRR8100029rbin.1","NRPS-like","NRPS"
"SRR5855435rbin.3","terpene","Terpene"
"ERR4661004rbin.2","NRPS","NRPS"
"SRR9009773bin.110","terpene","Terpene"
"SRR7096238rbin.15","RiPP-like","RiPPs"
"SRR12277192bin.1","RiPP-like","RiPPs"
"SRR5436190rbin.15","terpene","Terpene"
"S406bin.38","RiPP-like","RiPPs"
"SRR12659395bin.28","NRPS","NRPS"
"SRR5823602rbin.1","NRPS","NRPS"
"SRR6394728rbin.2","terpene","Terpene"
"zpcx_26bin.11","RRE-containing","RiPPs"
"SRR12349874bin.3","NRPS-like","NRPS"
"SRR5579883rbin.59","NRPS-like","NRPS"
"SRR3990169rbin.88","RiPP-like","RiPPs"
"SRR5210213rbin.11","T1PKS","PKSI"
"BRice_129bin.5","terpene","Terpene"
"SRR8556377rbin.81","RiPP-like","RiPPs"
"zpcx_33bin.5","hserlactone","Others"
"innerS4rbin.7","terpene","Terpene"
"S134bin.9","lanthipeptide-class-ii","RiPPs"
"SRR12170519bin.32","RRE-containing","RiPPs"
"SRR10489821bin.21","NRPS.T1PKS","PKS-NRP_Hybrids"
"S62rbin.28","terpene","Terpene"
"SRR5195136rbin.9","terpene","Terpene"
"SRR11836545bin.2","terpene","Terpene"
"SRR8881009rbin.65","terpene","Terpene"
"S406bin.38","RiPP-like","RiPPs"
"SRR3401989rbin.1","butyrolactone","Others"
"SRR7097863rbin.7","RiPP-like","RiPPs"
"SRR7004344rbin.38","terpene","Terpene"
"SRR12805506bin.2","terpene","Terpene"
"SRR5439720bin.54","terpene","Terpene"
"SRR12377071bin.11","terpene","Terpene"
"SRR11467481bin.6","siderophore","Others"
"S238bin.6","redox-cofactor","Others"
"S244bin.34","terpene","Terpene"
"D6rbin.11","terpene","Terpene"
"DRR160711rebin.1","RRE-containing","RiPPs"
"S261bin.9","RiPP-like","RiPPs"
"S21rbin.5","NRPS-like","NRPS"
"SRR1926113rbin.26","terpene","Terpene"
"SRR10968246bin.57","RRE-containing","RiPPs"
"innerS10bin.2","hserlactone","Others"
"SRR9694538rbin.20","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR8861596bin.25","terpene","Terpene"
"S258bin.11","terpene","Terpene"
"SRR11794808bin.10","RRE-containing","RiPPs"
"SRR7098091rbin.10","terpene","Terpene"
"S342bin.4","butyrolactone","Others"
"SRR10954979bin.9","RRE-containing","RiPPs"
"SRR10695394bin.6","terpene","Terpene"
"SRR11613032bin.74","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR5823599rbin.7","NRPS","NRPS"
"zpcx_16bin.14","terpene","Terpene"
"SRR8549365rbin.35","nucleoside","Others"
"S326bin.10","proteusin","RiPPs"
"SRR12767728bin.6","RiPP-like","RiPPs"
"SRR11679676bin.26","RiPP-like","RiPPs"
"SRR7094548rbin.6","RiPP-like","RiPPs"
"SRR6185512rbin.41","lanthipeptide-class-ii","RiPPs"
"SRR7093792rbin.33","T3PKS","PKSother"
"S120bin.5","NRPS","NRPS"
"SRR6185512rbin.28","RiPP-like","RiPPs"
"SRR10489839bin.4","RiPP-like","RiPPs"
"SRR6195974rbin.38","terpene","Terpene"
"SRR11836029bin.45","NRPS","NRPS"
"SRR6958552rbin.3","NRPS","NRPS"
"SRR3973802rbin.4","terpene","Terpene"
"SRR10585487bin.7","RiPP-like","RiPPs"
"SRR2059973rbin.10","cyclic-lactone-autoinducer","RiPPs"
"SRR5271170rbin.5","RiPP-like","RiPPs"
"S354bin.8","terpene","Terpene"
"SRR11742962bin.18","butyrolactone","Others"
"SRR5918993rbin.12","NRPS.NAPAA","NRPS"
"SRR8543488rbin.22","thiopeptide.RiPP-like.LAP","RiPPs"
"SRR10585490bin.7","hserlactone","Others"
"SRR5579872rbin.34","NRPS","NRPS"
"S383bin.7","NRPS","NRPS"
"SRR10954980bin.2","NRPS","NRPS"
"SRR11834592bin.35","NRPS-like","NRPS"
"SRR5579885rbin.61","RiPP-like","RiPPs"
"SRR3402030rbin.4","terpene","Terpene"
"SRR11829140bin.4","terpene","Terpene"
"SRR12060219bin.1","T1PKS","PKSI"
"SRR8879137rbin.56","terpene","Terpene"
"SRR6788480rbin.1","terpene","Terpene"
"SRR5271163rbin.1","NRPS-like","NRPS"
"SRR6241674rbin.1","NRPS","NRPS"
"SRR6683737rbin.22","RiPP-like","RiPPs"
"SRR6958552rbin.3","NRPS","NRPS"
"S329bin.20","RiPP-like","RiPPs"
"SRR8879131rbin.19","terpene","Terpene"
"SRR11842680bin.29","redox-cofactor","Others"
"SRR5207244rbin.3","ranthipeptide","RiPPs"
"SRR5579859rbin.15","proteusin","RiPPs"
"S406bin.28","RiPP-like","RiPPs"
"SRR8554483rbin.111","RiPP-like","RiPPs"
"SRR11615276bin.1","RRE-containing","RiPPs"
"S75rbin.25","terpene","Terpene"
"S227bin.24","terpene","Terpene"
"D5rbin.1","NRPS","NRPS"
"SRR7629281rbin.19","T1PKS","PKSI"
"SRR352287rebin.4","arylpolyene","Others"
"SRR8536189rbin.7","resorcinol","Others"
"SRR11743028bin.25","RRE-containing","RiPPs"
"SRR6474744rbin.14","NRPS","NRPS"
"SRR12844112bin.2","RiPP-like","RiPPs"
"S25rbin.6","RiPP-like","RiPPs"
"SRR5258706rbin.4","RiPP-like","RiPPs"
"SRR9009774bin.376","RiPP-like","RiPPs"
"SRR12681395bin.6","T3PKS","PKSother"
"SRR5210213rbin.1","RiPP-like","RiPPs"
"SRR10954988bin.1","RiPP-like","RiPPs"
"SRR7093797bin.5","RiPP-like","RiPPs"
"SRR8879134rbin.50","butyrolactone","Others"
"S400bin.7","RiPP-like","RiPPs"
"SRR6193119rbin.29","terpene","Terpene"
"SRR8536189rbin.7","terpene","Terpene"
"SRR7026475rbin.7","terpene","Terpene"
"S69rbin.11","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8544467rbin.35","RiPP-like","RiPPs"
"SRR10585506bin.8","RiPP-like","RiPPs"
"SRR10954977bin.5","RiPP-like","RiPPs"
"SRR5512135rbin.3","NRPS","NRPS"
"SRR2952554rbin.4","RiPP-like","RiPPs"
"SRR12659394bin.8","RiPP-like","RiPPs"
"SRR11836440bin.13","RRE-containing","RiPPs"
"SRR12844125bin.1","RiPP-like","RiPPs"
"SRR6185437rbin.35","NRPS-like","NRPS"
"SRR5210316rbin.2","NAGGN","Others"
"S139bin.7","terpene","Terpene"
"SRR5855436rbin.12","terpene","Terpene"
"SRR12659391bin.25","NRPS-like","NRPS"
"SRR13207170bin.3","RiPP-like","RiPPs"
"SRR5923187rbin.1","RiPP-like","RiPPs"
"DRR160712rebin.7","RiPP-like","RiPPs"
"S42rbin.10","RiPP-like","RiPPs"
"SRR7100789rbin.10","RiPP-like","RiPPs"
"SRR8440673rbin.18","RiPP-like","RiPPs"
"SRR10954984bin.7","RiPP-like","RiPPs"
"SRR5262248rbin.39","RiPP-like","RiPPs"
"SRR5195131rbin.4","RiPP-like","RiPPs"
"S238bin.7","LAP","RiPPs"
"SRR11836440bin.71","RiPP-like","RiPPs"
"SRR7882662rbin.42","terpene","Terpene"
"SRR5665648rbin.5","RiPP-like","RiPPs"
"S387bin.25","terpene","Terpene"
"SRR3990167rbin.148","RiPP-like","RiPPs"
"SRR11678612bin.8","RiPP-like","RiPPs"
"SRR5665213rbin.33","RiPP-like","RiPPs"
"S252bin.1","RiPP-like","RiPPs"
"SRR7026485rbin.2","arylpolyene","Others"
"SRR12844103bin.14","ladderane","Others"
"SRR11835595bin.21","terpene","Terpene"
"SRR2902415rbin.19","RiPP-like","RiPPs"
"SRR3747750rbin.3","RiPP-like","RiPPs"
"SRR10948449bin.7","RiPP-like","RiPPs"
"SRR8879137rbin.10","RiPP-like","RiPPs"
"SRR6185512rbin.28","RiPP-like","RiPPs"
"S333bin.8","RiPP-like","RiPPs"
"SRR2903329rbin.9","RiPP-like","RiPPs"
"SRR10954980bin.2","RiPP-like","RiPPs"
"SRR12347820bin.5","siderophore","Others"
"SRR7687010rbin.7","RiPP-like","RiPPs"
"SRR8556377rbin.119","betalactone","Others"
"D3rbin.3","terpene","Terpene"
"SRR5262248rbin.2","terpene","Terpene"
"SRR5195143rbin.14","terpene","Terpene"
"SRR11742962bin.39","RiPP-like","RiPPs"
"SRR6958552rbin.40","RiPP-like","RiPPs"
"SRR5437868rbin.4","lanthipeptide-class-ii","RiPPs"
"SRR7524601rbin.2","RiPP-like","RiPPs"
"SRR5877196rbin.22","RiPP-like","RiPPs"
"BL1bin.6","RiPP-like","RiPPs"
"SRR1955040rbin.27","arylpolyene","Others"
"SRR12917872bin.3","RiPP-like","RiPPs"
"SRR8879137rbin.48","RiPP-like","RiPPs"
"SRR1586317rbin.5","RiPP-like","RiPPs"
"SRR11719864bin.3","RiPP-like","RiPPs"
"SRR12917497bin.1","RiPP-like","RiPPs"
"S46rbin.11","RiPP-like","RiPPs"
"SRR5215213rbin.4","NRPS","NRPS"
"SRR11614242bin.50","NRPS.NRPS-like","NRPS"
"SRR12659395bin.23","terpene","Terpene"
"SRR11467474bin.1","terpene","Terpene"
"SRR2902415rbin.19","terpene","Terpene"
"SRR7102016rbin.16","RiPP-like","RiPPs"
"SRR10954987bin.1","RiPP-like","RiPPs"
"SRR9650533rbin.18","RiPP-like","RiPPs"
"GM1bin.19","RiPP-like","RiPPs"
"SRR9650533rbin.17","butyrolactone","Others"
"SRR6517653rbin.7","RiPP-like","RiPPs"
"SRR3452784rbin.2","RiPP-like","RiPPs"
"SRR6517655rbin.2","terpene","Terpene"
"S246bin.15","RiPP-like","RiPPs"
"SRR12658686bin.4","RiPP-like","RiPPs"
"SRR10998591bin.9","RiPP-like","RiPPs"
"SRR12844109bin.2","RiPP-like","RiPPs"
"SRR5855428rbin.9","RiPP-like","RiPPs"
"SRR7091523rbin.2","RiPP-like","RiPPs"
"D3rbin.3","butyrolactone","Others"
"SRR5579883rbin.81","RiPP-like","RiPPs"
"SRR3402030rbin.3","butyrolactone","Others"
"SRR13115018bin.9","RiPP-like","RiPPs"
"SRR1924237rbin.5","RiPP-like","RiPPs"
"SRR6478735rbin.7","butyrolactone","Others"
"SRR11679235bin.8","RiPP-like","RiPPs"
"SRR7497550rbin.4","butyrolactone","Others"
"SRR5916285rbin.1","RiPP-like","RiPPs"
"SRR8676462rbin.9","T1PKS","PKSI"
"SRR6193119rbin.19","NRPS-like","NRPS"
"SRR5468417rbin.6","NRPS","NRPS"
"SRR12676714bin.11","other","Others"
"SRR9009774bin.61","NRPS-like","NRPS"
"SRR10360624bin.13","T3PKS","PKSother"
"zpcx_26bin.3","RiPP-like","RiPPs"
"SRR7094830rbin.34","RiPP-like","RiPPs"
"SRR12767728bin.1","RiPP-like","RiPPs"
"SRR5195148rbin.12","lassopeptide","RiPPs"
"SRR7011991rbin.1","RiPP-like","RiPPs"
"SRR8543488rbin.9","RiPP-like","RiPPs"
"SRR5581483rbin.11","RiPP-like","RiPPs"
"SRR8879134rbin.40","NRPS-like","NRPS"
"SRR5195138rbin.2","NRPS-like","NRPS"
"SRR1164896rbin.6","RiPP-like","RiPPs"
"SRR10360644bin.7","RiPP-like","RiPPs"
"SRR8881009rbin.61","RiPP-like","RiPPs"
"SRR6788486rbin.6","RiPP-like","RiPPs"
"SRR7015917rbin.3","redox-cofactor","Others"
"SRR12377061bin.4","RiPP-like","RiPPs"
"ERR4661000rbin.1","RiPP-like","RiPPs"
"SRR12767728bin.7","RiPP-like","RiPPs"
"SRR8879137rbin.29","RiPP-like","RiPPs"
"SRR7595584rbin.1","RRE-containing","RiPPs"
"SRR10954964bin.13","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10953303bin.4","butyrolactone","Others"
"SRR8440673rbin.2","RiPP-like","RiPPs"
"SRR10968263bin.1","RiPP-like","RiPPs"
"SRR12170519bin.13","RiPP-like","RiPPs"
"S354bin.2","RiPP-like","RiPPs"
"SRR8090375rbin.1","RiPP-like","RiPPs"
"SRR8556377rbin.71","RiPP-like","RiPPs"
"SRR7026314rbin.1","RiPP-like","RiPPs"
"SRR10953300bin.3","butyrolactone","Others"
"SRR7004334rbin.7","RiPP-like","RiPPs"
"SRR8440673rbin.8","RiPP-like","RiPPs"
"SRR5579863rbin.13","RiPP-like","RiPPs"
"SRR2546423rbin.6","RiPP-like","RiPPs"
"SRR8881009rbin.10","RiPP-like","RiPPs"
"S383bin.1","terpene","Terpene"
"SRR5271166rbin.15","lassopeptide","RiPPs"
"SRR1586269rbin.17","ladderane","Others"
"SRR8443307rbin.1","RiPP-like","RiPPs"
"SRR12347719bin.2","RiPP-like","RiPPs"
"S408bin.9","RiPP-like","RiPPs"
"SRR7093792rbin.33","RiPP-like","RiPPs"
"SRR11271801bin.2","RiPP-like","RiPPs"
"SRR11449188bin.9","RiPP-like","RiPPs"
"SRR8443323rbin.2","RiPP-like","RiPPs"
"SRR7096238rbin.39","RiPP-like","RiPPs"
"SRR6266850rbin.16","RiPP-like","RiPPs"
"SRR11719874bin.1","arylpolyene","Others"
"SRR11271805bin.4","RiPP-like","RiPPs"
"SRR5855435rbin.1","T1PKS","PKSI"
"SRR11743025bin.48","RRE-containing","RiPPs"
"SRR6185512rbin.55","T1PKS.hglE-KS","PKSother"
"SRR6193119rbin.33","terpene","Terpene"
"SRR11836565bin.5","RiPP-like","RiPPs"
"S406bin.38","RiPP-like","RiPPs"
"SRR7101595rbin.24","RiPP-like","RiPPs"
"SRR6076972rbin.4","RiPP-like","RiPPs"
"SRR5450747rbin.4","RiPP-like","RiPPs"
"SRR7687014rbin.1","RiPP-like","RiPPs"
"SRR10998558bin.3","RiPP-like","RiPPs"
"SRR5680860rbin.12","RiPP-like","RiPPs"
"SRR11836440bin.31","RiPP-like","RiPPs"
"SRR8558721rbin.7","RiPP-like","RiPPs"
"SRR5195143rbin.22","butyrolactone","Others"
"SRR12277200bin.11","RiPP-like","RiPPs"
"SRR5690606rbin.116","RiPP-like","RiPPs"
"SRR5215473rbin.19","RiPP-like","RiPPs"
"S209bin.4","NRPS","NRPS"
"S317bin.8","NRPS","NRPS"
"SRR11835574bin.14","NRPS","NRPS"
"SRR8558721rbin.5","NRPS-like","NRPS"
"SRR8443320rbin.2","RiPP-like","RiPPs"
"SRR9694539rbin.4","RiPP-like","RiPPs"
"SRR1955040rbin.4","RiPP-like","RiPPs"
"SRR11271806bin.4","RiPP-like","RiPPs"
"SRR7101043rbin.5","RiPP-like","RiPPs"
"S141bin.3","RiPP-like","RiPPs"
"SRR11615638bin.18","RiPP-like","RiPPs"
"SRR6202451rbin.6","RiPP-like","RiPPs"
"SRR7470025rbin.7","RiPP-like","RiPPs"
"SRR5579872rbin.8","terpene","Terpene"
"SRR8556377rbin.109","NRPS-like","NRPS"
"SRR8543488rbin.22","NRPS.NRPS-like","NRPS"
"SRR6517651rbin.4","NRPS","NRPS"
"SRR5712671rbin.9","RiPP-like","RiPPs"
"SRR5195135rbin.24","RiPP-like","RiPPs"
"SRR12659395bin.28","RiPP-like","RiPPs"
"SRR7101595rbin.5","RiPP-like","RiPPs"
"ERR4661006rbin.1","RiPP-like","RiPPs"
"SRR12149476bin.26","RiPP-like","RiPPs"
"S188bin.1","RiPP-like","RiPPs"
"SRR7093797bin.13","RiPP-like","RiPPs"
"SRR5215831rbin.12","RiPP-like","RiPPs"
"SRR7003764rbin.18","NRPS","NRPS"
"SRR10861768bin.7","T1PKS","PKSI"
"SRR8847051rbin.8","redox-cofactor","Others"
"SRR7003766rbin.39","T3PKS","PKSother"
"SRR5229473rbin.8","arylpolyene","Others"
"SRR12473539bin.4","indole","Others"
"S394bin.5","terpene","Terpene"
"SRR9694538rbin.3","RiPP-like","RiPPs"
"SRR9694539rbin.11","RiPP-like","RiPPs"
"SRR6185369rbin.37","RiPP-like","RiPPs"
"SRR9694540rbin.5","RiPP-like","RiPPs"
"S366bin.67","RiPP-like","RiPPs"
"SRR12767728bin.3","RiPP-like","RiPPs"
"SRR8881011rbin.71","RiPP-like","RiPPs"
"SRR11613413bin.11","RiPP-like","RiPPs"
"SRR5195145rbin.11","RiPP-like","RiPPs"
"SRR5915956rbin.4","terpene","Terpene"
"SRR10360619bin.35","RiPP-like","RiPPs"
"D2rbin.13","RiPP-like","RiPPs"
"SRR11613358bin.4","terpene","Terpene"
"SRR11679235bin.8","RRE-containing","RiPPs"
"SRR7098091rbin.12","lanthipeptide-class-i","RiPPs"
"SRR10159350bin.36","NRPS-like","NRPS"
"SRR5271154rbin.1","T3PKS","PKSother"
"SRR11829140bin.9","NRPS","NRPS"
"SRR9691040rbin.2","RiPP-like","RiPPs"
"SRR12659391bin.15","RiPP-like","RiPPs"
"SRR1926113rbin.17","RiPP-like","RiPPs"
"SRR11615638bin.20","RiPP-like","RiPPs"
"SRR9009774bin.211","butyrolactone","Others"
"SRR5215472rbin.7","RiPP-like","RiPPs"
"SRR11743100bin.21","T1PKS","PKSI"
"SRR12767728bin.7","RiPP-like","RiPPs"
"SRR5919108rbin.1","terpene","Terpene"
"SRR8544467rbin.8","other","Others"
"SRR8090375rbin.1","arylpolyene","Others"
"SRR5468416rbin.14","terpene","Terpene"
